"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","A[name]","A[address]","A[IBAN]","A[date]","A[EUR]","A[description]","eq",unique
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Josh","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",139
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Eliza","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",140
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","John","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",141
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51",,"Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",142
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Mary","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",143
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Matt","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",144
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Josh","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",145
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Eliza","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",146
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Josh","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",147
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Eliza","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",148
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Josh","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",149
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Eliza","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",150
